Stop	StopName	Kommunenavn	Dat	Lon	Lat	PublicLineNo	Reisende
Totals	Totals	Totals	Totals	Totals	Totals	Totals	383 462
32018	Holtane	Færder	2023-10-07	10.40202	59.144014	02	1
32018	Holtane	Færder	2023-10-05	10.40202	59.144014	02	1
33883	Glitneveien	Tønsberg	2023-10-29	10.45518	59.274042	116B	1
33342	Anildrød	Færder	2023-10-11	10.410259	59.201055	02	1
32017	Holtane	Færder	2023-10-31	10.401767	59.144589	02	1
32017	Holtane	Færder	2023-10-30	10.401767	59.144589	02	1
33437	Auli	Tønsberg	2023-10-18	10.34277	59.283475	124	1
33146	Jarlsberg travbane	Tønsberg	2023-10-03	10.36761	59.281715	121	1
32017	Holtane	Færder	2023-10-26	10.401767	59.144589	02	1
32017	Holtane	Færder	2023-10-24	10.401767	59.144589	02	1
32017	Holtane	Færder	2023-10-23	10.401767	59.144589	02	1
33074	Pande syd	Tønsberg	2023-10-13	10.317855	59.301748	121	1
33146	Jarlsberg travbane	Tønsberg	2023-10-03	10.36761	59.281715	011	1
33342	Anildrød	Færder	2023-10-07	10.410259	59.201055	02	1
32017	Holtane	Færder	2023-10-18	10.401767	59.144589	02	1
32017	Holtane	Færder	2023-10-17	10.401767	59.144589	02	1
32017	Holtane	Færder	2023-10-16	10.401767	59.144589	02	1
31072	Sem kirke	Tønsberg	2023-10-09	10.385237	59.291971	120	1
33437	Auli	Tønsberg	2023-10-21	10.34277	59.283475	01	1
33437	Auli	Tønsberg	2023-10-21	10.34277	59.283475	124	1
33342	Anildrød	Færder	2023-10-06	10.410259	59.201055	02	1
33074	Pande syd	Tønsberg	2023-10-20	10.317855	59.301748	121	1
33896	Erlandsen	Tønsberg	2023-10-20	10.492662	59.330245	01	1
32710	Langerød Sem	Tønsberg	2023-10-22	10.321942	59.274602	01	1
33195	Tjøme kommunehus	Færder	2023-10-08	10.392551	59.111765	02	1
32017	Holtane	Færder	2023-10-10	10.401767	59.144589	02	1
33437	Auli	Tønsberg	2023-10-24	10.34277	59.283475	121	1
33146	Jarlsberg travbane	Tønsberg	2023-10-02	10.36761	59.281715	124	1
33074	Pande syd	Tønsberg	2023-10-23	10.317855	59.301748	121	1
33896	Erlandsen	Tønsberg	2023-10-28	10.492662	59.330245	01	1
32017	Holtane	Færder	2023-10-06	10.401767	59.144589	02	1
33074	Pande syd	Tønsberg	2023-10-30	10.317855	59.301748	121	1
33897	Erlandsen	Tønsberg	2023-10-02	10.492241	59.331158	01	1
33897	Erlandsen	Tønsberg	2023-10-05	10.492241	59.331158	01	1
33437	Auli	Tønsberg	2023-10-25	10.34277	59.283475	01	1
33897	Erlandsen	Tønsberg	2023-10-08	10.492241	59.331158	01	1
33897	Erlandsen	Tønsberg	2023-10-09	10.492241	59.331158	01	1
31245	Vearveien	Tønsberg	2023-10-21	10.361119	59.253319	130	1
33437	Auli	Tønsberg	2023-10-26	10.34277	59.283475	124	1
33897	Erlandsen	Tønsberg	2023-10-17	10.492241	59.331158	01	1
33897	Erlandsen	Tønsberg	2023-10-18	10.492241	59.331158	01	1
33897	Erlandsen	Tønsberg	2023-10-23	10.492241	59.331158	01	1
30834	Gudruns vei	Tønsberg	2023-10-26	10.45752	59.277507	118	1
33341	Anildrød	Færder	2023-10-29	10.411147	59.201645	02	1
32844	Olsrød park	Tønsberg	2023-10-25	10.453389	59.275673	118	1
31245	Vearveien	Tønsberg	2023-10-29	10.361119	59.253319	130	1
33437	Auli	Tønsberg	2023-10-31	10.34277	59.283475	124	1
33914	Bokeveien	Tønsberg	2023-10-11	10.440728	59.27918	118	1
33146	Jarlsberg travbane	Tønsberg	2023-10-02	10.36761	59.281715	011	1
32844	Olsrød park	Tønsberg	2023-10-26	10.453389	59.275673	118	1
33914	Bokeveien	Tønsberg	2023-10-18	10.440728	59.27918	118	1
33914	Bokeveien	Tønsberg	2023-10-21	10.440728	59.27918	118	1
33914	Bokeveien	Tønsberg	2023-10-25	10.440728	59.27918	118	1
33914	Bokeveien	Tønsberg	2023-10-26	10.440728	59.27918	118	1
32844	Olsrød park	Tønsberg	2023-10-28	10.453389	59.275673	118	1
33438	Auli	Tønsberg	2023-10-03	10.341453	59.283759	01	1
30983	Gårdbo	Tønsberg	2023-10-31	10.484925	59.277557	116A	1
32014	Markebo	Tønsberg	2023-10-22	10.495854	59.327386	01	1
32707	Langerød Sem	Tønsberg	2023-10-30	10.321537	59.274469	01	1
32014	Markebo	Tønsberg	2023-10-14	10.495854	59.327386	01	1
33076	Teie veidele	Færder	2023-10-03	10.41553	59.254202	112	1
33438	Auli	Tønsberg	2023-10-03	10.341453	59.283759	121	1
33438	Auli	Tønsberg	2023-10-04	10.341453	59.283759	01	1
33438	Auli	Tønsberg	2023-10-04	10.341453	59.283759	011	1
33438	Auli	Tønsberg	2023-10-04	10.341453	59.283759	124	1
32844	Olsrød park	Tønsberg	2023-10-30	10.453389	59.275673	118	1
33341	Anildrød	Færder	2023-10-22	10.411147	59.201645	02	1
33438	Auli	Tønsberg	2023-10-06	10.341453	59.283759	01	1
32845	Olsrød park	Tønsberg	2023-10-04	10.453167	59.275676	118	1
30834	Gudruns vei	Tønsberg	2023-10-31	10.45752	59.277507	118	1
33438	Auli	Tønsberg	2023-10-06	10.341453	59.283759	124	1
32013	Markebo	Tønsberg	2023-10-29	10.495535	59.326732	01	1
33438	Auli	Tønsberg	2023-10-07	10.341453	59.283759	01	1
32013	Markebo	Tønsberg	2023-10-24	10.495535	59.326732	01	1
33438	Auli	Tønsberg	2023-10-08	10.341453	59.283759	01	1
33438	Auli	Tønsberg	2023-10-09	10.341453	59.283759	011	1
33076	Teie veidele	Færder	2023-10-05	10.41553	59.254202	113B	1
33939	Golfbanen Vear	Tønsberg	2023-10-22	10.354724	59.251677	130	1
33438	Auli	Tønsberg	2023-10-10	10.341453	59.283759	01	1
33438	Auli	Tønsberg	2023-10-10	10.341453	59.283759	011	1
31085	Valle	Tønsberg	2023-10-02	10.273435	59.36026	121	1
32845	Olsrød park	Tønsberg	2023-10-14	10.453167	59.275676	118	1
31085	Valle	Tønsberg	2023-10-04	10.273435	59.36026	121	1
32010	Skjerve	Færder	2023-10-28	10.412251	59.206553	02	1
33438	Auli	Tønsberg	2023-10-13	10.341453	59.283759	011	1
33438	Auli	Tønsberg	2023-10-15	10.341453	59.283759	01	1
32010	Skjerve	Færder	2023-10-15	10.412251	59.206553	02	1
33940	Golfbanen Vear	Tønsberg	2023-10-01	10.353515	59.251589	130	1
32845	Olsrød park	Tønsberg	2023-10-19	10.453167	59.275676	118	1
33940	Golfbanen Vear	Tønsberg	2023-10-03	10.353515	59.251589	130	1
32010	Skjerve	Færder	2023-10-08	10.412251	59.206553	02	1
33076	Teie veidele	Færder	2023-10-09	10.41553	59.254202	112	1
33940	Golfbanen Vear	Tønsberg	2023-10-07	10.353515	59.251589	130	1
33143	Jareteigen skole	Tønsberg	2023-10-29	10.423523	59.332016	02	1
33940	Golfbanen Vear	Tønsberg	2023-10-12	10.353515	59.251589	130	1
32010	Skjerve	Færder	2023-10-01	10.412251	59.206553	02	1
33438	Auli	Tønsberg	2023-10-17	10.341453	59.283759	01	1
32845	Olsrød park	Tønsberg	2023-10-23	10.453167	59.275676	118	1
31378	Vestliveien	Færder	2023-10-29	10.389267	59.257034	116B	1
33940	Golfbanen Vear	Tønsberg	2023-10-19	10.353515	59.251589	130	1
